Date,Close,High,Low,Open,Volume,% Change,SMA_10,SMA_50,Difference in SMA_10 and SMA_50,EMA_10,EMA_50,Difference in EMA_10 and EMA_50,RSI,MACD,Signal_Line,SMA_20,Std_Dev,Upper_Band,Lower_Band,High_Low,High_Close,Low_Close,True_Range,ATR,Target,Cumulative Return,Value
1993-04-12,25.185209274291992,25.202735515958167,25.0449993409626,25.080051824294948,348500,0.014113939430431932,25.050266647338866,24.982494621276857,-0.002690945519805071,25.021282251781486,24.97794205282531,-0.001720859194940915,51.922825382906524,-0.02137603199087934,0.020971516919353374,25.136828994750978,0.2046645029980616,25.546158000747102,24.727499988754854,0.15773617499556636,0.36804160726676116,0.2103054322711948,0.36804160726676116,0.2140731328261532,1,1.014113939430432,101411.3939430432
1993-04-13,25.23779296875,25.325424194335934,25.15016174316406,25.167687988281248,146100,0.002087879988818875,25.0450080871582,24.996729011535646,-0.0019129674168552064,25.06064783668485,24.988132284822356,-0.0028732921278926747,51.92257384010397,-0.0037395573009746386,0.01602930207528777,25.134038543701173,0.20278635850337606,25.539611260707925,24.72846582669442,0.175262451171875,0.14021492004394176,0.03504753112793324,0.175262451171875,0.2203314689187792,0,1.016231287630951,101623.1287630951
1993-04-14,25.202749252319336,25.272854257193657,25.185223001100752,25.255328005975077,119600,-0.0013885412434461175,25.02923412322998,25.00677375793457,-0.0008911871109990817,25.0864844577093,24.996548636488907,-0.0035684924815143743,50.94315408631659,0.007325299419449038,0.014288501544120025,25.129495906829835,0.20002260318015053,25.529541113190135,24.729450700469535,0.08763125609290512,0.03506128844365719,0.05256996764924793,0.08763125609290512,0.20781271149294764,0,1.014820208575195,101482.0208575195
1993-04-15,25.202749252319336,25.255328005975077,25.097591745007847,25.185223001100752,148600,0.0,25.015214347839354,25.015771827697755,2.2119803392060807e-05,25.10762351127476,25.004634935148925,-0.004086402443430141,46.391772239948665,0.015910867511866655,0.014612974737669352,25.132802772521973,0.20069202661386265,25.5341868257497,24.731418719294247,0.15773626096722992,0.05257875365574094,0.10515750731148898,0.15773626096722992,0.20280521068195487,0,1.014820208575195,101482.0208575195
1993-04-16,25.202749252319336,25.255328005975077,25.16769674988217,25.220275503537913,47900,0.0,25.00995635986328,25.019536666870117,0.00038012944186849003,25.12491910055559,25.012404124057568,-0.004464392966480372,50.56223603152826,0.02245613177217365,0.01618160614457021,25.128260135650635,0.1978691635987968,25.52399846284823,24.73252180845304,0.08763125609290512,0.05257875365574094,0.03505250243716418,0.08763125609290512,0.1977966790847849,0,1.014820208575195,101482.0208575195
1993-04-19,25.097591400146484,25.272853909924045,25.08006514916873,25.20274890601302,157000,-0.004172475435915923,25.046761512756348,25.01910530090332,-0.0011019468526715474,25.119950427753935,25.01574480155125,-0.004152017002001096,43.82024944974321,0.018939616910792267,0.016733208297814623,25.120373249053955,0.19566914799201698,25.51171154503799,24.72903495306992,0.1927887607553167,0.07010465760470908,0.12268410315060763,0.1927887607553167,0.19529208732486708,0,1.0105858961830438,101058.58961830438
1993-04-20,24.974918365478516,25.097602174993145,24.8171820389597,25.062549657988964,279500,-0.00488784093708905,25.059031295776368,25.016569213867186,-0.0017001890171491072,25.093580961885674,25.014143764842515,-0.003180678946801318,38.04352712105404,0.006182793477101711,0.014623125333672042,25.113363552093507,0.19836020168440532,25.510083955462317,24.716643148724696,0.2804201360334453,1.0774846661121273e-05,0.28040936118678417,0.2804201360334453,0.21031421696690447,0,1.0056463130692355,100564.63130692355
1993-04-21,24.957378387451172,25.027483382921538,24.887273391980802,25.027483382921538,67900,-0.0007023037181009828,25.07655773162842,25.01368232727051,-0.0025193112586506736,25.068816857443036,25.01191767161148,-0.0022798542758867527,38.04357212396656,-0.005281528468593422,0.01064219457321895,25.102847194671632,0.2008868583832154,25.504620911438064,24.7010734779052,0.14020999094073616,0.052565017443022555,0.08764497349771361,0.14020999094073616,0.20906234598509624,0,1.0049400439244724,100494.00439244724
1993-04-22,24.64190673828125,25.062536725278935,24.641906738281246,24.85222173178009,97700,-0.012640416163604118,25.053773880004883,25.00797492980957,-0.0018585798039793512,24.991196835777256,24.997407438931866,0.0002520341960779317,33.333126040351644,-0.03936918829181124,0.0006399180002129125,25.07655725479126,0.22492002656899354,25.526397307929248,24.626717201653275,0.42062998699768883,0.1051583378277634,0.3154716491699254,0.42062998699768883,0.22658859362774844,0,0.9922371835497965,99223.71835497965
1993-04-23,24.53676414489746,24.65944796562195,24.501711624690465,24.58934292520796,106000,-0.0042668205224739575,25.02398090362549,24.999466705322266,-0.0009990803252808093,24.908572710162748,24.979342996028556,0.0028842550487866926,43.21019833986763,-0.0740148359070929,-0.014291032781248252,25.03712377548218,0.24703808186242704,25.531199939207035,24.543047611757324,0.15773634093148559,0.017541227340700516,0.14019511359078507,0.15773634093148559,0.20029909934683587,0,0.9880034855718645,98800.34855718644
